uid,namedLocation,date,eventID,domainID,siteID,plotID,taxonID,scientificName,taxonRank,measuredBy,recordedBy,individualID,pointID,stemDistance,stemAzimuth
56a2204b-a8d3-4ec2-9556-d566c7100e43,BART_050.basePlot.vst,2015-08-05,vst_BART_2015,D01,BART,BART_050,FRAM2,Fraxinus americana L.,species,68d699c2b09c95cbce509408570754b7,ee812cb54b2e0419496295af6a99c3dd,NEON.PLA.D01.BART.03068,21,14.3,19
87231819-a83b-4c1a-b5d7-5bdd6607fe2d,BART_070.basePlot.vst,2015-07-29,vst_BART_2015,D01,BART,BART_070,ACRU,Acer rubrum L.,species,fded07b2e763e3b084f1e15cf9e3120f,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.03786,41,13.6,31.6
79de2eb9-8485-4c36-bb9c-f71842b2d751,BART_041.basePlot.vst,2015-07-22,vst_BART_2015,D01,BART,BART_041,TSCA,Tsuga canadensis (L.) Carrière,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.00324,41,14.3,324.3
0f1faa7b-9ca5-4869-a66a-753fd1b5558c,BART_074.basePlot.vst,2015-08-25,vst_BART_2015,D01,BART,BART_074,FAGR,Fagus grandifolia Ehrh.,species,201239c79f68859821be3b816d69a79f,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05211,57,23.9,109.1
a2303569-2170-4473-a307-b37c0f3b7685,BART_072.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_072,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05482,57,19.6,112.6
67189558-1adf-4795-b31b-0c87dd087dfe,BART_050.basePlot.vst,2015-08-05,vst_BART_2015,D01,BART,BART_050,TSCA,Tsuga canadensis (L.) Carrière,species,fc871354fbf5b2b8279f82b7e40032d2,ee812cb54b2e0419496295af6a99c3dd,NEON.PLA.D01.BART.03082,41,6.3,22.5
a778b0bb-6ef7-433e-a1ca-28cd5b31e53f,BART_036.basePlot.vst,2015-08-26,vst_BART_2015,D01,BART,BART_036,FAGR,Fagus grandifolia Ehrh.,species,3be9691fc06e125e6c2b316fc6c6be4b,fded07b2e763e3b084f1e15cf9e3120f,NEON.PLA.D01.BART.04560,41,18.3,209.6
20d5ddc0-25dc-46f2-ba4b-2b568fd81618,BART_075.basePlot.vst,2015-08-12,vst_BART_2015,D01,BART,BART_075,BEAL2,Betula alleghaniensis Britton,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.03242,25,1.2,339.7
55a15e15-cf6f-4d82-b3c2-edab43213f85,BART_041.basePlot.vst,2015-07-22,vst_BART_2015,D01,BART,BART_041,ACRU,Acer rubrum L.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.00312,41,3.1,130.4
172ffc39-71cd-4300-9252-320cc353ea56,BART_042.basePlot.vst,2015-08-06,vst_BART_2015,D01,BART,BART_042,ACSAS,Acer saccharum Marshall var. saccharum,variety,fc871354fbf5b2b8279f82b7e40032d2,55611e71b358a30158c61810ad802435,NEON.PLA.D01.BART.03046,57,25.1,103.2
a4ba53a3-8f7f-4f85-8526-ee043fe59228,BART_051.basePlot.vst,2015-08-04,vst_BART_2015,D01,BART,BART_051,TSCA,Tsuga canadensis (L.) Carrière,species,3be9691fc06e125e6c2b316fc6c6be4b,fc871354fbf5b2b8279f82b7e40032d2,NEON.PLA.D01.BART.03599,43,12.1,314.2
522d160b-742a-4f79-8714-6ace39cf8e8e,BART_074.basePlot.vst,2015-08-25,vst_BART_2015,D01,BART,BART_074,FAGR,Fagus grandifolia Ehrh.,species,201239c79f68859821be3b816d69a79f,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05136,59,16,146.5
615f5db1-32d9-4535-a459-0bde0a29ac4e,BART_047.basePlot.vst,2015-07-16,vst_BART_2015,D01,BART,BART_047,FAGR,Fagus grandifolia Ehrh.,species,3be9691fc06e125e6c2b316fc6c6be4b,fded07b2e763e3b084f1e15cf9e3120f,NEON.PLA.D01.BART.00336,43,12.5,339.1
c5c5198c-8391-4aa4-a434-16f82101f623,BART_042.basePlot.vst,2015-08-06,vst_BART_2015,D01,BART,BART_042,ACRU,Acer rubrum L.,species,fc871354fbf5b2b8279f82b7e40032d2,55611e71b358a30158c61810ad802435,NEON.PLA.D01.BART.03045,57,26.4,101.5
28ff4335-75d9-452c-a0ea-67d6fe19cb2e,BART_042.basePlot.vst,2015-08-06,vst_BART_2015,D01,BART,BART_042,TSCA,Tsuga canadensis (L.) Carrière,species,fc871354fbf5b2b8279f82b7e40032d2,55611e71b358a30158c61810ad802435,NEON.PLA.D01.BART.03410,57,30.7,103.3
f14da354-ffb4-4b05-ab12-c0e90656b10d,BART_073.basePlot.vst,2015-07-28,vst_BART_2015,D01,BART,BART_073,ACRU,Acer rubrum L.,species,fded07b2e763e3b084f1e15cf9e3120f,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.03950,41,9.4,325.3
1086621b-a456-4bdd-8f6e-b9655886efd1,BART_039.basePlot.vst,2017-08-29,vst_BART_2017,D01,BART,BART_039,FAGR,Fagus grandifolia Ehrh.,species,521ed1ff5d1a4cda901a7232ba335fae,127a5279ddba06d5a758457440def17c,NEON.PLA.D01.BART.04753,61,10.2,184.5
2b20d33c-f387-48d3-83cd-60ce542e222c,BART_070.basePlot.vst,2016-09-12,vst_BART_2016,D01,BART,BART_070,TSCA,Tsuga canadensis (L.) Carrière,species,31fb93825ff2ca2dd9986bf9760b15af,1fb0ab702a1e349ebe60576a6a07ab87,NEON.PLA.D01.BART.05587,59,13,216.6
10273b3c-8433-453e-ab2e-525040ed5904,BART_073.basePlot.vst,2015-07-28,vst_BART_2015,D01,BART,BART_073,BEAL2,Betula alleghaniensis Britton,species,fded07b2e763e3b084f1e15cf9e3120f,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.03931,41,14.4,290
1a1169aa-5573-4351-bea5-2b19c2a6feb7,BART_075.basePlot.vst,2015-08-12,vst_BART_2015,D01,BART,BART_075,TSCA,Tsuga canadensis (L.) Carrière,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.03111,25,5.1,356.4
de88492c-5459-4f3c-86e7-899c4ce146d6,BART_034.basePlot.vst,2016-08-17,vst_BART_2016,D01,BART,BART_034,TSCA,Tsuga canadensis (L.) Carrière,species,5a5381f8a9c49e933ae232f23570e02d,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.06022,61,14.2,187.1
2724ff09-0bc8-4635-abb0-49535803fd8e,BART_036.basePlot.vst,2015-08-26,vst_BART_2015,D01,BART,BART_036,ACRU,Acer rubrum L.,species,ee812cb54b2e0419496295af6a99c3dd,fded07b2e763e3b084f1e15cf9e3120f,NEON.PLA.D01.BART.04537,41,18.4,28.6
368b25c2-36b3-4ea5-a097-4d2b26fee874,BART_072.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_072,TSCA,Tsuga canadensis (L.) Carrière,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05484,41,8.2,317.1
d0ab834a-c8d4-42be-8db9-88b33a954142,BART_046.basePlot.vst,2015-08-13,vst_BART_2015,D01,BART,BART_046,ACRU,Acer rubrum L.,species,3be9691fc06e125e6c2b316fc6c6be4b,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.04325,57,27.1,103.1
52e3e604-b7e2-4d87-94c5-8b917f9ef103,BART_047.basePlot.vst,2015-09-03,vst_BART_2015,D01,BART,BART_047,ACRU,Acer rubrum L.,species,2a8f938a68341f0c0a4963692f2733f0,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.06154,41,6.4,196.9
3d2bce5b-c784-453f-b328-c69397a3951f,BART_073.basePlot.vst,2015-07-28,vst_BART_2015,D01,BART,BART_073,FAGR,Fagus grandifolia Ehrh.,species,fded07b2e763e3b084f1e15cf9e3120f,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.03699,23,4,60.8
a5440dd0-fb1f-4b44-a986-78e3cf4e07c5,BART_047.basePlot.vst,2017-07-24,vst_BART_2017,D01,BART,BART_047,BEAL2,Betula alleghaniensis Britton,species,521ed1ff5d1a4cda901a7232ba335fae,b10d835c1def5a77557be2b76be9340e,NEON.PLA.D01.BART.04800,21,10.4,41.9
8c0a03a3-71ed-4809-a8fc-64f2fc039540,BART_036.basePlot.vst,2015-08-26,vst_BART_2015,D01,BART,BART_036,BEAL2,Betula alleghaniensis Britton,species,ee812cb54b2e0419496295af6a99c3dd,fded07b2e763e3b084f1e15cf9e3120f,NEON.PLA.D01.BART.04965,61,8.2,268.2
de0175bc-f047-4bc4-8317-895ab29bcb1c,BART_050.basePlot.vst,2015-08-05,vst_BART_2015,D01,BART,BART_050,TSCA,Tsuga canadensis (L.) Carrière,species,68d699c2b09c95cbce509408570754b7,ee812cb54b2e0419496295af6a99c3dd,NEON.PLA.D01.BART.03079,61,19.7,232.1
c936f062-fc7a-484a-bdaf-965c0696b6c3,BART_002.basePlot.vst,2016-09-27,vst_BART_2016,D01,BART,BART_002,ACSAS,Acer saccharum Marshall var. saccharum,variety,7c3973581d5664f4400f8013edcb6d04,47edce48e6b4e7eb97fd307590acf2eb,NEON.PLA.D01.BART.01123,51,5.7,239.2
e698ada4-9dea-4522-84d2-983a74aacfcb,BART_075.basePlot.vst,2015-08-12,vst_BART_2015,D01,BART,BART_075,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.03109,25,9.8,270.3
bd1839a4-5d5a-43ba-ab79-532aad2b86cd,BART_034.basePlot.vst,2015-07-22,vst_BART_2015,D01,BART,BART_034,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,fded07b2e763e3b084f1e15cf9e3120f,NEON.PLA.D01.BART.02775,23,13.9,293.2
933f97f9-14f5-4546-88c6-422d869129a2,BART_044.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_044,TSCA,Tsuga canadensis (L.) Carrière,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05297,57,7,90.8
ffd8eaf7-578f-4ce8-b6b1-2d995f0740ff,BART_044.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_044,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05439,41,4.5,91
08a4d7ad-1949-4eb9-9013-c4bbb2e7c6f0,BART_072.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_072,ACRU,Acer rubrum L.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05496,39,4.4,156.6
13425603-c578-4ba8-bb4d-fd544291194b,BART_041.basePlot.vst,2015-07-22,vst_BART_2015,D01,BART,BART_041,BEAL2,Betula alleghaniensis Britton,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.00319,57,16.4,108.6
9b413d00-9b3c-433a-8c49-e2edd7ba50e2,BART_070.basePlot.vst,2015-07-29,vst_BART_2015,D01,BART,BART_070,FAGR,Fagus grandifolia Ehrh.,species,fded07b2e763e3b084f1e15cf9e3120f,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.03789,59,8.9,161.5
17f9767b-c0e8-435e-9145-d9582b6d4fd5,BART_042.basePlot.vst,2015-08-06,vst_BART_2015,D01,BART,BART_042,FAGR,Fagus grandifolia Ehrh.,species,fc871354fbf5b2b8279f82b7e40032d2,ee812cb54b2e0419496295af6a99c3dd,NEON.PLA.D01.BART.03180,57,18,108.7
ce6738c4-86f6-47a7-bf2c-2838cbfea4c0,BART_036.basePlot.vst,2015-08-26,vst_BART_2015,D01,BART,BART_036,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,fded07b2e763e3b084f1e15cf9e3120f,NEON.PLA.D01.BART.04985,41,22.7,210.3
53f91f5f-42df-4b89-ab27-edde21ac5d3c,BART_050.basePlot.vst,2015-08-05,vst_BART_2015,D01,BART,BART_050,BEAL2,Betula alleghaniensis Britton,species,fc871354fbf5b2b8279f82b7e40032d2,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.03309,61,5.8,249.6
6e1f540a-8022-43c5-b072-5646cc73e411,BART_033.basePlot.vst,2015-07-23,vst_BART_2015,D01,BART,BART_033,FAGR,Fagus grandifolia Ehrh.,species,fded07b2e763e3b084f1e15cf9e3120f,ee812cb54b2e0419496295af6a99c3dd,NEON.PLA.D01.BART.03995,59,3,269.6
02430701-7477-4f26-b4e3-1c606d5a1e98,BART_075.basePlot.vst,2015-08-12,vst_BART_2015,D01,BART,BART_075,TSCA,Tsuga canadensis (L.) Carrière,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.03240,61,25.1,194.4
b2b1f68f-0876-4c31-95b5-5a378546aaa6,BART_071.basePlot.vst,2015-08-05,vst_BART_2015,D01,BART,BART_071,BEPAP,Betula papyrifera Marshall var. papyrifera,variety,ee812cb54b2e0419496295af6a99c3dd,fc871354fbf5b2b8279f82b7e40032d2,NEON.PLA.D01.BART.03549,31,5.1,350.4
a064512d-dfe0-48a3-875f-df2b082b1f6c,BART_034.basePlot.vst,2016-08-17,vst_BART_2016,D01,BART,BART_034,TSCA,Tsuga canadensis (L.) Carrière,species,5a5381f8a9c49e933ae232f23570e02d,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.06052,43,8.3,321.8
1b61c5fa-7861-41e2-b46f-1daf8b030e91,BART_072.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_072,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05495,39,5,130.6
49054723-cba0-4874-b75c-3a833de0d1a7,BART_073.basePlot.vst,2015-07-28,vst_BART_2015,D01,BART,BART_073,ACRU,Acer rubrum L.,species,fded07b2e763e3b084f1e15cf9e3120f,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.03971,39,1.3,72.5
b2f7fbd5-0692-4552-afe8-8dfedc5bf90f,BART_072.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_072,BEAL2,Betula alleghaniensis Britton,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05479,57,11.8,154.4
9387c98f-a8a9-462a-8655-eb6ce97098ec,BART_047.basePlot.vst,2015-07-16,vst_BART_2015,D01,BART,BART_047,ACRU,Acer rubrum L.,species,fded07b2e763e3b084f1e15cf9e3120f,ef03405faead7aa560ef3c5a1cb944e3,NEON.PLA.D01.BART.00337,41,4.7,338.9
2eb6a61b-c8ef-4e59-8937-edf11517b710,BART_036.basePlot.vst,2015-08-26,vst_BART_2015,D01,BART,BART_036,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,fded07b2e763e3b084f1e15cf9e3120f,NEON.PLA.D01.BART.04981,61,16.4,222.6
648b05c1-94ca-40ca-a400-546bb1b4e5f9,BART_033.basePlot.vst,2015-07-23,vst_BART_2015,D01,BART,BART_033,FAGR,Fagus grandifolia Ehrh.,species,fded07b2e763e3b084f1e15cf9e3120f,ee812cb54b2e0419496295af6a99c3dd,NEON.PLA.D01.BART.02924,39,5.2,76.3
e2054bcd-1dfb-4c0f-8754-1e5be47f2f55,BART_036.basePlot.vst,2015-08-26,vst_BART_2015,D01,BART,BART_036,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,fded07b2e763e3b084f1e15cf9e3120f,NEON.PLA.D01.BART.04536,41,18.9,33.1
e6f5a973-6859-41b4-abe5-ee4b8d91af3f,BART_040.basePlot.vst,2015-07-29,vst_BART_2015,D01,BART,BART_040,FAGR,Fagus grandifolia Ehrh.,species,fded07b2e763e3b084f1e15cf9e3120f,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.03768,39,7.9,145.9
7f69ce4f-b97a-4939-ac8c-13b96f08937d,BART_046.basePlot.vst,2015-08-13,vst_BART_2015,D01,BART,BART_046,ACRU,Acer rubrum L.,species,3be9691fc06e125e6c2b316fc6c6be4b,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.04342,61,8.6,213.9
0083a414-67ce-4da2-af13-5581b31c06df,BART_037.basePlot.vst,2015-08-25,vst_BART_2015,D01,BART,BART_037,TSCA,Tsuga canadensis (L.) Carrière,species,3be9691fc06e125e6c2b316fc6c6be4b,ee812cb54b2e0419496295af6a99c3dd,NEON.PLA.D01.BART.05269,21,10,56.2
f24e310c-b183-4ebd-ae88-e06f325bf82d,BART_074.basePlot.vst,2015-08-25,vst_BART_2015,D01,BART,BART_074,FAGR,Fagus grandifolia Ehrh.,species,201239c79f68859821be3b816d69a79f,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05206,61,22.1,203.4
a1532c93-0d1f-4179-a4e8-30b3d80956e7,BART_040.basePlot.vst,2015-07-29,vst_BART_2015,D01,BART,BART_040,ACSAS,Acer saccharum Marshall var. saccharum,variety,fded07b2e763e3b084f1e15cf9e3120f,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.03781,21,6.9,84.2
1253a424-df1d-4330-ae59-53174ae456ed,BART_070.basePlot.vst,2015-07-23,vst_BART_2015,D01,BART,BART_070,ACRU,Acer rubrum L.,species,ee812cb54b2e0419496295af6a99c3dd,68d6963781c783a82f35ef6a847dbac3,NEON.PLA.D01.BART.03982B,41,NA,NA
873a7d43-6fad-4437-be88-3aa4ac53560a,BART_046.basePlot.vst,2015-08-13,vst_BART_2015,D01,BART,BART_046,ACRU,Acer rubrum L.,species,3be9691fc06e125e6c2b316fc6c6be4b,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.04328,57,26.7,95.7
db054cf9-cf73-4f6f-9f66-a29768b7dd39,BART_072.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_072,ACRU,Acer rubrum L.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05358,57,13,132.8
193b068e-6f01-4158-a134-f9bcecdfe71d,BART_010.basePlot.vst,2015-08-17,vst_BART_2015,D01,BART,BART_010,BEPAP,Betula papyrifera Marshall var. papyrifera,variety,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.04438,51,1.9,254.8
e734ad02-8c00-4236-bb23-9c79fef74fe8,BART_070.basePlot.vst,2016-09-12,vst_BART_2016,D01,BART,BART_070,FRAM2,Fraxinus americana L.,species,31fb93825ff2ca2dd9986bf9760b15af,1fb0ab702a1e349ebe60576a6a07ab87,NEON.PLA.D01.BART.02917,41,6,85.2
2cb84fb1-07af-4ed8-bcf5-7c2377693a50,BART_036.basePlot.vst,2015-08-26,vst_BART_2015,D01,BART,BART_036,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,fded07b2e763e3b084f1e15cf9e3120f,NEON.PLA.D01.BART.04969,61,10.1,236.7
55950170-74e7-4b52-a7b4-e5450c67c3c8,BART_071.basePlot.vst,2015-08-05,vst_BART_2015,D01,BART,BART_071,PICEA,Picea sp.,genus,ee812cb54b2e0419496295af6a99c3dd,fc871354fbf5b2b8279f82b7e40032d2,NEON.PLA.D01.BART.03557,21,8.3,84.7
65f86530-5cfb-44e2-9a67-f988576db89c,BART_072.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_072,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05483,57,21.5,115.7
9192c80c-7f37-47aa-bfba-e8aea98e094a,BART_032.basePlot.vst,2015-08-05,vst_BART_2015,D01,BART,BART_032,PIST,Pinus strobus L.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.04229,25,4.9,287.5
8198f6cf-e8aa-4f28-a6cc-7944ab5f6dd5,BART_041.basePlot.vst,2015-07-22,vst_BART_2015,D01,BART,BART_041,ACRU,Acer rubrum L.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.00331,41,6.8,301.4
53805dfa-79ad-42f4-a95e-5948c57671d0,BART_044.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_044,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05091,39,7.4,47.1
8d7e5012-711a-4106-aee7-dd05e4376b41,BART_034.basePlot.vst,2015-05-22,vst_BART_2015,D01,BART,BART_034,TSCA,Tsuga canadensis (L.) Carrière,species,ee812cb54b2e0419496295af6a99c3dd,fded07b2e763e3b084f1e15cf9e3120f,NEON.PLA.D01.BART.00367,61,19,215.3
b28535ea-d296-40c1-9850-dc3438f074e1,BART_070.basePlot.vst,2015-07-29,vst_BART_2015,D01,BART,BART_070,PICEA,Picea sp.,genus,fded07b2e763e3b084f1e15cf9e3120f,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.03605,43,5.2,294.5
70138760-9e09-44fb-9c43-780d190c3cdb,BART_071.basePlot.vst,2017-07-10,vst_BART_2017,D01,BART,BART_071,ACRU,Acer rubrum L.,species,127a5279ddba06d5a758457440def17c,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.03547,41,7.5,200
5b5cc4a7-08ab-4aee-b0ec-710a016ed0ac,BART_073.basePlot.vst,2015-07-28,vst_BART_2015,D01,BART,BART_073,TSCA,Tsuga canadensis (L.) Carrière,species,fded07b2e763e3b084f1e15cf9e3120f,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.03957,57,4.7,88.9
3fb3783a-06fa-458f-afe3-2da5679a21e4,BART_040.basePlot.vst,2015-07-29,vst_BART_2015,D01,BART,BART_040,FAGR,Fagus grandifolia Ehrh.,species,fded07b2e763e3b084f1e15cf9e3120f,00dcd884fa3679b510ba68961ca9637c,NEON.PLA.D01.BART.03608,41,3.2,246.4
c0b2aca3-a44c-4947-ac19-60f5cb807121,BART_075.basePlot.vst,2016-08-22,vst_BART_2016,D01,BART,BART_075,TSCA,Tsuga canadensis (L.) Carrière,species,521ed1ff5d1a4cda901a7232ba335fae,b10d835c1def5a77557be2b76be9340e,NEON.PLA.D01.BART.04700,42,13.8,205.6
ef80e2dc-758c-4eb7-9cf2-eb0867dbcb17,BART_044.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_044,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05436,43,7.1,229.9
c015fa29-44e5-4aa5-be8f-cbb0c5881258,BART_039.basePlot.vst,2015-08-04,vst_BART_2015,D01,BART,BART_039,FAGR,Fagus grandifolia Ehrh.,species,fc871354fbf5b2b8279f82b7e40032d2,ee812cb54b2e0419496295af6a99c3dd,NEON.PLA.D01.BART.03823,57,19.5,133.3
feef82b1-b374-4050-bf60-0ca4c709356d,BART_034.basePlot.vst,2015-07-22,vst_BART_2015,D01,BART,BART_034,ACRU,Acer rubrum L.,species,3be9691fc06e125e6c2b316fc6c6be4b,5a5381f8a9c49e933ae232f23570e02d,NEON.PLA.D01.BART.02781,21,9.1,42.4
bc4a36b8-9e6a-4da4-b5b6-c46d47177300,BART_032.basePlot.vst,2015-08-05,vst_BART_2015,D01,BART,BART_032,ACRU,Acer rubrum L.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.03353,39,5,49.4
ecad8f32-0b54-46a4-a810-66e67bb913a3,BART_047.basePlot.vst,2015-07-16,vst_BART_2015,D01,BART,BART_047,ACRU,Acer rubrum L.,species,fded07b2e763e3b084f1e15cf9e3120f,ef03405faead7aa560ef3c5a1cb944e3,NEON.PLA.D01.BART.00138,57,7,152.2
20227a14-a96c-4bfa-af3f-825e203e5573,BART_041.basePlot.vst,2015-07-22,vst_BART_2015,D01,BART,BART_041,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.00318,57,20.8,115.2
4e74311d-c4fb-4332-8943-d18b9d8b435e,BART_051.basePlot.vst,2015-08-04,vst_BART_2015,D01,BART,BART_051,ABIES,Abies sp.,genus,3be9691fc06e125e6c2b316fc6c6be4b,fc871354fbf5b2b8279f82b7e40032d2,NEON.PLA.D01.BART.04058,39,1.5,43.7
0bdfb304-0efa-41bb-9fdd-5c3e5b3a6de3,BART_050.basePlot.vst,2015-08-05,vst_BART_2015,D01,BART,BART_050,TSCA,Tsuga canadensis (L.) Carrière,species,68d699c2b09c95cbce509408570754b7,ee812cb54b2e0419496295af6a99c3dd,NEON.PLA.D01.BART.03441,21,8.2,50.3
1e091c08-36cf-419a-98e0-0eed8a94fa27,BART_044.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_044,BEPAP,Betula papyrifera Marshall var. papyrifera,variety,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05437,43,7.8,260.5
34080769-2e1a-441f-85ae-e0850badb5e9,BART_032.basePlot.vst,2015-08-05,vst_BART_2015,D01,BART,BART_032,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.04227,25,11,339.3
2615de98-68bf-4ad0-b50d-9f3552d4c298,BART_034.basePlot.vst,2015-07-22,vst_BART_2015,D01,BART,BART_034,BEAL2,Betula alleghaniensis Britton,species,ee812cb54b2e0419496295af6a99c3dd,fded07b2e763e3b084f1e15cf9e3120f,NEON.PLA.D01.BART.02959,23,5.3,309.6
a3302930-079e-4300-a302-018944e67471,BART_074.basePlot.vst,2015-08-25,vst_BART_2015,D01,BART,BART_074,TSCA,Tsuga canadensis (L.) Carrière,species,201239c79f68859821be3b816d69a79f,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05213,57,23.4,98.5
7c5cadd9-fb55-475e-961f-5d4b7e9e97b4,BART_044.basePlot.vst,2015-08-24,vst_BART_2015,D01,BART,BART_044,FAGR,Fagus grandifolia Ehrh.,species,ee812cb54b2e0419496295af6a99c3dd,3be9691fc06e125e6c2b316fc6c6be4b,NEON.PLA.D01.BART.05088,41,8.5,350.8
